quiz_score,topic_difficulty,days_since_scheduled,user_pace,action
0.8985541885270792,0.6064290596595899,2,0.5605979365932201,proceed
0.9401334424577784,0.9736638367553173,1,0.41256563599224905,proceed
0.5487337893665861,0.6918951976926933,7,0.9961202238275744,schedule_review
0.17592525267734538,0.018075363615520867,5,0.5277797887114873,schedule_review
0.7464914051180241,0.6496328990472147,6,0.8046579469764905,proceed
0.3080607918523892,0.5425402305548993,2,0.5574010621416035,schedule_review
0.26520236768172545,0.24398964337908358,5,0.9852250007925063,schedule_review
0.4867421529594551,0.906098787718554,2,0.8563679124791539,schedule_review
0.5026370931051921,0.5769038846263591,7,0.9049172955503322,schedule_review
0.23018526824155527,0.4991933798847523,3,0.31702117650201767,schedule_review
0.6454722959071678,0.17711067940704894,3,0.62896115979366,proceed
0.2795603417967586,0.883494022266259,3,0.3108196315702072,schedule_review
0.9283185625877254,0.42818414831731433,4,0.7006047284195868,accelerate
0.9803315837160457,0.07534625600612821,4,0.5695684100213476,proceed
0.8511366715168569,0.31692200515627766,7,0.5608808069658344,proceed
0.3946914668094722,0.8442131407263114,2,0.6990428190625555,schedule_review
0.09717649377076854,0.6150072266991697,5,0.5510527469073148,schedule_review
0.25416364906973876,0.29529058841893874,1,0.818538032427943,schedule_review
0.697015740995268,0.7024840839871093,7,0.6869739838355353,proceed
0.2965101436477985,0.4197808564462765,1,0.9069506230060724,schedule_review
0.9132405525564713,0.5113423988609378,0,0.7395260904640453,proceed
0.19427395351204224,0.07094091699992766,5,0.8570548686052706,schedule_review
0.8900053418175663,0.3379951568515358,3,0.7052054268552911,accelerate
0.43847412301808697,0.6720261352951994,2,0.6259186126927221,schedule_review
0.5426446347075766,0.2865412521282844,1,0.9022832328181727,schedule_review
0.25025136051586405,0.0388347344294232,6,0.552133448987884,schedule_review
0.12706051265188478,0.5222432600548044,4,0.4900800410738193,schedule_review
0.9652518303907698,0.45726516161372854,5,0.3361772048180254,proceed
0.531354631568148,0.5406351216101065,6,0.39684716469246095,schedule_review
0.1327454222429698,0.969536867114159,1,0.5260695310588721,schedule_review
0.7951861947687037,0.2708322512620742,3,0.8208298500993807,accelerate
0.2508605273466612,0.18433367433137005,5,0.885186084358544,schedule_review
0.695974206093698,0.4089529444142699,1,0.9406496093385364,proceed
0.44235222973110444,0.23978735915740323,5,0.8002171458900436,schedule_review
0.6601973767177313,0.27993389694594284,7,0.6616873801985966,proceed
0.6571113285001668,0.43567289867789105,4,0.593720043699453,proceed
0.24773098950115746,0.3559726786512616,4,0.3841152534639495,schedule_review
0.3418796667164016,0.09179906581344188,6,0.32851016162327906,schedule_review
0.8554605840110072,0.7036578593800237,3,0.31201277128222515,proceed
0.7633644230039109,0.8069129770507795,3,0.4212413089370106,schedule_review
0.43385164923797304,0.39850473439737344,1,0.96440201211397,schedule_review
0.8866803872980475,0.26089362334171395,1,0.7381019409999654,accelerate
0.5031362585800877,0.8564898411883223,4,0.7787746385786987,schedule_review
0.6158511643899138,0.9438916045607572,1,0.31855791737913525,proceed
0.5857755812734633,0.9402302414249576,7,0.7740178396680872,schedule_review
0.5733670416719333,0.12850035323391018,4,0.6819317525211543,schedule_review
0.9414648087765252,0.38610263780077425,0,0.7560393403004515,accelerate
0.20668435987674538,0.27396112732113376,3,0.3705446009641986,schedule_review
0.018221825651549728,0.0944429607559284,2,0.5355879504221085,schedule_review
0.6557226353807422,0.38539662096556504,1,0.3162903550150781,proceed
0.8144684825889358,0.28185477477339993,3,0.7850232510843576,proceed
0.34833660445319736,0.9366481518557073,7,0.8145497306627201,schedule_review
0.8034809303848486,0.2820345725713065,1,0.596429659615683,proceed
0.5685202837499583,0.5759245752580846,2,0.5888323738379986,schedule_review
0.37201808579278317,0.7764129607419968,7,0.9069816250468055,schedule_review
0.5618666921437736,0.23859685979034018,6,0.825609747454048,schedule_review
0.7545428740846823,0.10312386883593261,0,0.6740292314713944,proceed
0.4965611906830777,0.38961808621920346,4,0.9268662599473403,schedule_review
0.3892016787341631,0.01083765148029836,0,0.8930002008669129,schedule_review
0.3549051904627206,0.9568008851264563,6,0.9654250028562892,schedule_review
0.5734378881232861,0.6318372121697993,4,0.36419290308093677,schedule_review
0.602440925901119,0.5537030523458008,4,0.8266621706063759,proceed
0.7915790437258485,0.7896181427945539,4,0.9516503739811049,proceed
0.9742482085344102,0.9959312420303291,1,0.6090713509613639,proceed
0.8877041827582998,0.3509150125520787,1,0.9780563607818944,accelerate
0.6880300101750391,0.8369638742373738,0,0.37078587328595314,schedule_review
0.08410680611499743,0.70096913145912,1,0.5776561213679763,schedule_review
0.8918969087767766,0.1466048216920255,4,0.35938639985963433,proceed
0.9866395785011755,0.3742707957561203,0,0.9162519780468916,accelerate
0.23668519368207874,0.9076937063485463,4,0.8273647296812592,schedule_review
0.37625958553091576,0.08350071669866876,4,0.5645913130855781,schedule_review
0.7050843642966599,0.24872415443028795,2,0.3778382376143059,proceed
0.49262510429085915,0.011353644767419069,3,0.7000311176435075,schedule_review
0.7409738609106683,0.7671948531085717,6,0.7544472114812444,proceed
0.7460448792654233,0.5833687650971596,5,0.5801560250104174,proceed
0.47771489088022767,0.08289132169335423,0,0.4565170869636168,schedule_review
0.9632225394406113,0.012154474689816341,7,0.6892035270498091,proceed
0.32268638827758367,0.04340078329817276,4,0.9950753572835103,schedule_review
0.07379656473539886,0.5538542844013208,3,0.35280418296283844,schedule_review
0.16621543190925292,0.21680910658649122,6,0.6181787453374412,schedule_review
0.6275580800840634,0.5843143119231002,7,0.8159704940901134,proceed
0.9152543416691064,0.9587024074078462,7,0.9231846487236415,proceed
0.45565675278571294,0.6201325978015367,7,0.41877593272689584,schedule_review
0.6468483616687238,0.3882683839898722,3,0.7085592782956105,proceed
0.07773463696498484,0.9743948076661665,7,0.6172685927801818,schedule_review
0.032315951109650465,0.2797635071689457,4,0.869656513794864,schedule_review
0.6847311725538793,0.1626169393448913,5,0.3533402657194142,proceed
0.9405318271353834,0.4166390577384792,4,0.7293906371550529,accelerate
0.4182430362906189,0.9327284833540133,1,0.686111510780849,schedule_review
0.16483426113700095,0.41125511658536906,5,0.8673873315472829,schedule_review
0.9872761293149445,0.15041689110352818,4,0.8247048099832504,accelerate
0.3929894489788591,0.8291642207065144,0,0.8868300932977964,schedule_review
0.4686931597949703,0.4148195023376652,0,0.3095703753788981,schedule_review
0.07535906035246231,0.691714397168912,4,0.9998023713002913,schedule_review
0.9966368370739054,0.5554317056026274,4,0.8082845908502936,proceed
0.7570812020424559,0.37785054927578643,4,0.6153808947170654,proceed
0.12915941515149498,0.9540510272587224,4,0.4450593543056395,schedule_review
0.8782206674791923,0.7569991321722287,1,0.5507139026229884,proceed
0.11355759219962902,0.6715731955927996,1,0.6333474877523099,schedule_review
0.8313714900625012,0.3077772397710494,0,0.6863347871421399,proceed
0.5609379715353863,0.876653602658345,0,0.7129691279963453,schedule_review
0.48004596701847513,0.4205357786650751,4,0.7342166859474253,schedule_review
0.7040797680992236,0.21296416150891073,5,0.7320845984681044,proceed
0.9804627250923779,0.6080878495418852,1,0.5745708315698126,proceed
0.43747492202372906,0.9041586944937484,3,0.6832124148293781,schedule_review
0.4509104474161044,0.910471278403273,5,0.7354606901595114,schedule_review
0.8623637087467452,0.9495206236576421,3,0.6215427655623207,proceed
0.8420914150187097,0.7689177413153975,3,0.6213950293667829,proceed
0.980032575285477,0.4926180939928696,4,0.44639155375495987,proceed
0.5796499344717384,0.34156321045654503,6,0.3902158053374544,schedule_review
0.12804583895777244,0.15190269351229435,5,0.7883673015878522,schedule_review
0.18006727234929853,0.696501466227079,0,0.9277518869342083,schedule_review
0.47396164026287235,0.6675577385210272,1,0.7213547768786721,schedule_review
0.2238490659063206,0.8217906368444492,1,0.495013237322371,schedule_review
0.17701048427674682,0.08870253375705561,0,0.6740964526127661,schedule_review
0.3559914842719861,0.8942172628959257,0,0.6523920895983998,schedule_review
0.6903948286293653,0.039312139841098936,0,0.6368017758394052,proceed
0.687784717096083,0.5116570135472612,2,0.9446106803722691,proceed
0.06107795985486375,0.2768776481472037,0,0.35916190537647735,schedule_review
0.5972780822554306,0.9862569958668151,6,0.5593304719539673,schedule_review
0.4845229851910213,0.618254771530296,6,0.6718860277814738,schedule_review
0.7205160613914648,0.06234136251124145,2,0.47670586104081447,proceed
0.7133495858845524,0.8952068376871993,5,0.8247313624060111,proceed
0.03047215273359416,0.8672149810747233,5,0.6728320865185162,schedule_review
0.24247050363472966,0.26924323094938096,4,0.4275987149331706,schedule_review
0.5639650920188364,0.8407099858779311,5,0.5292481465245402,schedule_review
0.11976213181925122,0.890527280739895,3,0.6317789590013893,schedule_review
0.35510430327930476,0.648822840291576,1,0.3608442016611966,schedule_review
0.5371065418185478,0.5868411180208791,7,0.7105748042625313,schedule_review
0.5644585425226413,0.37877262595128935,4,0.5541576074790445,schedule_review
0.6459172413316012,0.5707783046689119,7,0.6487733884942581,proceed
0.330348481280914,0.9336918237598746,4,0.3712477308342826,schedule_review
0.15285913918433203,0.24595772838450813,3,0.8955722624853024,schedule_review
0.08788762454014387,0.8058648867411434,7,0.9277357972384976,schedule_review
0.08023374566164221,0.5245113895702547,7,0.787873023656495,schedule_review
0.9972555347683943,0.8966102629740208,3,0.9786293032927582,proceed
0.8655071258939803,0.8170720709492799,0,0.6435241454811491,proceed
0.7228960966217757,0.8208614731533526,1,0.6897340251097508,proceed
0.5716126894698998,0.2799790936602842,3,0.4435542921046214,schedule_review
0.9679940665042343,0.7109524788367483,3,0.6553272650791184,proceed
0.24240973241508024,0.11483682473920354,1,0.837445651009987,schedule_review
0.08729017958967544,0.506103956359347,6,0.6367980712983722,schedule_review
0.5325894325515859,0.05182353682242691,1,0.6179875805533697,schedule_review
0.5486031179381532,0.5489219798889773,1,0.5256476914823061,schedule_review
0.8098744458546349,0.25464065476376385,4,0.30189762959003075,proceed
0.11669606414168132,0.4731662010518922,5,0.588288639903088,schedule_review
0.3488682665429953,0.9295291442478258,5,0.8221821678841026,schedule_review
0.4085182929359169,0.9329380670999546,2,0.9568383197747263,schedule_review
0.18123306616566015,0.0664962673667775,7,0.8051175855258941,schedule_review
0.04809464396408769,0.7815144817514149,2,0.8566871183019231,schedule_review
0.20162732004774453,0.1636559428657045,4,0.4304834907517009,schedule_review
0.23569174606499976,0.6337585637201772,5,0.5511813388864517,schedule_review
0.8772005408131083,0.3924451074226354,7,0.6163640209093275,proceed
0.713782454855326,0.8996674452921731,4,0.5109645119148994,proceed
0.7476093801762511,0.5027203900924792,0,0.5487537162728771,proceed
0.3914821102015019,0.531857479688174,4,0.9345304776751828,schedule_review
0.6242379959139921,0.11689804070836407,5,0.532971050138739,proceed
0.7305491368093014,0.6937176074033384,3,0.8558176324892071,proceed
0.6200727559285135,0.5334610919763215,6,0.7012055944801721,proceed
0.9976926159238433,0.7524031200388227,4,0.473942397870126,proceed
0.743946292572677,0.03353243473577938,5,0.7998448575565299,proceed
0.49398148713086265,0.7546352918601166,5,0.8748801132704089,schedule_review
0.11063173695520723,0.8464522917345182,7,0.7227705104507587,schedule_review
0.5022883474625301,0.5398606371128367,4,0.460475976662849,schedule_review
0.7222525683930663,0.7200365365460744,6,0.7189098908436589,proceed
0.5655083473229738,0.7161790747329522,2,0.5419871954527435,schedule_review
0.18159771680142567,0.9084505613336283,5,0.4591456881209909,schedule_review
0.4235968624204829,0.2879296164757261,2,0.4073459821812561,schedule_review
0.5862298320167972,0.505888678884466,0,0.47921087229756354,schedule_review
0.7260955860624008,0.5929629052588216,3,0.6955932285124462,proceed
0.6966508238768923,0.9224993811772957,7,0.7559570476917723,proceed
0.771246668519738,0.374435369720422,0,0.5968914699116702,proceed
0.7364442356247228,0.9343670147690148,5,0.9374803387789992,proceed
0.1228107818457338,0.2359060345950812,1,0.8872286605121538,schedule_review
0.12466268120326685,0.9208418826173723,6,0.5180109848319487,schedule_review
0.22739562087711263,0.6078943937942587,6,0.3383331471754219,schedule_review
0.3351972416459009,0.8028534485980114,4,0.7226050722110973,schedule_review
0.11426730005568775,0.4145045842036277,1,0.9438989314889323,schedule_review
0.34634599436596125,0.3469532018962277,1,0.9429183074575107,schedule_review
0.5870682241365672,0.03284667024343835,2,0.3985999142658599,schedule_review
0.1763869865062233,0.49836777273947974,5,0.32371541217261646,schedule_review
0.3114731711327574,0.7804957075460877,2,0.7425850015436712,schedule_review
0.013094456588333636,0.6635373720167106,6,0.9828789209779294,schedule_review
0.45898898801701304,0.5573053688900479,5,0.3597447676550507,schedule_review
0.9968742518459474,0.5021950103312426,0,0.5169558483880277,proceed
0.3973181154575979,0.4267889053367494,7,0.9286380026084995,schedule_review
0.20513964048200717,0.19068772066366657,4,0.5644081632081185,schedule_review
0.8365648132923329,0.5874536042340743,0,0.8428693316865075,accelerate
0.4532888347480276,0.52439026932758,3,0.6367615638713101,schedule_review
0.497011948821249,0.7653562810662407,3,0.42734969134668976,schedule_review
0.8617856210135173,0.9461154621336327,7,0.4906112983042096,proceed
0.8974304098188842,0.5265784666592938,0,0.3177704489622414,proceed
0.15615259736619036,0.7159722288473975,4,0.5855891467553913,schedule_review
0.5517225952593398,0.2538885640433043,6,0.7703249205191098,schedule_review
0.019710537754364155,0.10410858198457384,6,0.6986104624344502,schedule_review
0.887460482513503,0.5567215847833661,7,0.3696089749315416,proceed
0.24317219099945409,0.7222669318556592,7,0.8647951042738102,schedule_review
0.9626493185548747,0.9444097255772734,5,0.44348900679107467,proceed
0.29314773026101326,0.8963358185211198,6,0.7432685424376724,schedule_review
0.7359046131960023,0.8481280954668835,7,0.4270048045628581,proceed
0.5830415609696922,0.42142455059249795,1,0.9374368024782127,schedule_review
0.6247612710432511,0.3358658571498351,6,0.5657846857170867,proceed
0.5902949425148077,0.26806364082287626,4,0.5416345014168928,schedule_review
0.7738345232013403,0.36275789466594544,4,0.5061260316793423,proceed
0.9484533069621567,0.7636057941597608,7,0.37996654814427777,proceed
0.5657766199665605,0.9853673122417347,6,0.8598986791631207,schedule_review
0.42521350446923345,0.022469308320117398,5,0.8191808609600659,schedule_review
0.6988458531609044,0.40255004359698054,0,0.3975492518509769,proceed
0.8349302367992991,0.9844021807035521,1,0.9304006108654699,accelerate
0.6912218576096544,0.6831838564454814,5,0.9400091645923492,proceed
0.11775108289014113,0.5765164755142536,5,0.34702277994099706,schedule_review
0.40524808802768875,0.4974648939798906,3,0.4444948902324222,schedule_review
0.010995828658480478,0.13688563006880727,0,0.48654887535961755,schedule_review
0.7321845784590624,0.25073066056159776,4,0.7655256721823788,proceed
0.1753712786234496,0.9144119459249598,1,0.583067051084317,schedule_review
0.7709113770642705,0.42203605955068735,1,0.4163983581292556,proceed
0.7380336164263704,0.08279866792512647,3,0.8396901478748349,proceed
0.06824970535409158,0.8370789907030294,2,0.5489709015254643,schedule_review
0.7190459051842455,0.297121715623175,2,0.9645147579404358,proceed
0.3966493730520543,0.9540869365396331,5,0.8128004680471752,schedule_review
0.21494037859075676,0.031183135061284672,3,0.41340971452410924,schedule_review
0.8415296603100434,0.8464078493145573,2,0.7177899942418224,proceed
0.3342438908169608,0.7709122037458219,4,0.5410686124309633,schedule_review
0.3515401611342188,0.41279355060675227,4,0.7818816774994152,schedule_review
0.4348273386037462,0.2464020332391068,2,0.35443574085526997,schedule_review
0.0023393906257782593,0.9676993882070865,5,0.713161466808361,schedule_review
0.3609738969400268,0.09158207332663415,2,0.9734691500348822,schedule_review
0.7900135587918561,0.6905602324456406,0,0.42959305018703375,proceed
0.5419009473783581,0.8729458358764083,7,0.7472645697339833,schedule_review
0.7590358455388498,0.7241033292731386,7,0.8944369560957235,proceed
0.24966800885918594,0.4894249636431405,6,0.7852226480198472,schedule_review
0.05159580665871,0.6699174645500392,7,0.7939026207609818,schedule_review
0.9252483174156658,0.18057534512733353,4,0.6312470826569334,proceed
0.31285485650558753,0.12052257878646444,6,0.5081443051607855,schedule_review
0.9243961953765304,0.9710582451653678,6,0.8567392865713681,proceed
0.7450645481202204,0.054882614646474925,2,0.5233703312702789,proceed
0.8289154741506773,0.03700763471549262,6,0.5552880746201141,proceed
0.560677194003514,0.48106188384408644,2,0.7874021431146978,schedule_review
0.33987496376806614,0.7247667715287615,3,0.700699431603426,schedule_review
0.8039769794008976,0.5384014903807876,5,0.523126752052449,proceed
0.6258913764370091,0.8859777482361871,1,0.9136657645037145,proceed
0.41750608402789213,0.4619428505755876,1,0.314888587595271,schedule_review
0.8747016726841994,0.528937134027212,7,0.952812936597677,proceed
0.07002970574747103,0.009485433628498074,4,0.8370318022517889,schedule_review
0.40193091360924216,0.47987562030390885,0,0.7065300450591294,schedule_review
0.2716869710690041,0.39828738397563557,5,0.5924367475171336,schedule_review
0.4213570022770702,0.7375823015888915,5,0.3023424534300854,schedule_review
0.4673107665376526,0.2970028764548822,1,0.507415684319193,schedule_review
0.23360775104990994,0.04209318963636188,0,0.937237371440274,schedule_review
0.04510067722032318,0.10946759867911515,0,0.7757530978851488,schedule_review
0.21825388786506417,0.9499611839502253,4,0.48128785612126956,schedule_review
0.5885542289732454,0.9823305150800816,6,0.9613124156039872,schedule_review
0.4674015112498697,0.6134113892107077,0,0.8203469760255369,schedule_review
0.06498640948289403,0.40158023642548746,4,0.7547526542946579,schedule_review
0.6077367948788591,0.5126885110165086,1,0.33286175000346907,proceed
0.38409061149124957,0.036731937426613626,1,0.8457091314967273,schedule_review
0.3501252591667301,0.05784267656339637,6,0.45142681612558744,schedule_review
0.5182603666763922,0.597274072430341,0,0.4217266744536411,schedule_review
0.39624201890265875,0.7582384757040913,5,0.997435043064707,schedule_review
0.8974361480462039,0.4633807482156199,4,0.4566723303758361,proceed
0.5369744228934136,0.5929399348417032,5,0.9020887714925465,schedule_review
0.4574320977737073,0.3911697660803798,2,0.3906604448979629,schedule_review
0.8887480798689772,0.9556514982297534,3,0.32479565789298154,proceed
0.329051365369871,0.9315894883189899,2,0.3608907319379871,schedule_review
0.4084532130706987,0.372688517012314,7,0.7870000049948251,schedule_review
0.04878358167317309,0.5326025194007621,4,0.4541282413648679,schedule_review
0.6832587636595959,0.07613085949030018,0,0.3430619183674645,proceed
0.8829062691374613,0.5160790204436166,2,0.8772766761476043,proceed
0.34780920790219305,0.6780161525590636,2,0.905145016215144,schedule_review
0.7339099189537017,0.5212603121804149,7,0.7609162842608979,proceed
0.8505817290942419,0.8672942009598024,0,0.5338062151216665,proceed
0.2386900313010175,0.9300903505097387,3,0.733027964750629,schedule_review
0.7527166395576412,0.1586051052930737,2,0.9729207017294352,accelerate
0.46547000876998357,0.8790714802281316,1,0.3902089072314116,schedule_review
0.3351188542591419,0.7435082562916078,6,0.30078407803607665,schedule_review
0.556181735039757,0.7566358037849347,3,0.3044701102017835,schedule_review
0.2870381331749128,0.6169269183757422,0,0.6918910186161806,schedule_review
0.11584385678025766,0.37669536198679876,7,0.6779897658010988,schedule_review
0.7798453951511436,0.10698063882695841,5,0.31289940311675224,proceed
0.4322407838925123,0.8401215027412188,3,0.7428353251937636,schedule_review
0.9320281055100175,0.10250972799067926,3,0.42162743271529673,proceed
0.7708541085409898,0.947297888256338,7,0.7957204620516971,proceed
0.0673506014687717,0.5821704601762733,0,0.3405443223911588,schedule_review
0.07469441775785401,0.8524146591986477,5,0.9814422784241779,schedule_review
0.9688778552856915,0.7496518317429247,2,0.7160771014599817,proceed
0.3836122604056218,0.06562614457401295,0,0.5265271534046788,schedule_review
0.48864319040466575,0.7704074178077932,1,0.30072063589194337,schedule_review
0.15893828327675652,0.46853941676858435,3,0.598326911565181,schedule_review
0.4513870243296755,0.16362382119166918,6,0.8781445360599276,schedule_review
0.2983744309899926,0.8399471646724719,6,0.7763495114522991,schedule_review
0.6545112142811352,0.2732595269982093,0,0.9742656574080923,proceed
0.03130231374751624,0.7312700669736856,6,0.5938091218482856,schedule_review
0.6385259476640855,0.3975943979627943,0,0.6096091336666372,proceed
0.31195199049513045,0.32074274043812745,5,0.4609682241237603,schedule_review
0.2131047040250833,0.03113408288451136,0,0.8004468281415733,schedule_review
0.5627502863433826,0.4715324601025127,2,0.9777353995403051,schedule_review
0.18552551570312115,0.8686231679556108,4,0.4075606267127789,schedule_review
0.45369363460528267,0.5303543937282561,6,0.7383542251419908,schedule_review
0.13124487768238757,0.032526179491251916,3,0.9772578845296442,schedule_review
0.18545887467665434,0.46209729076566064,5,0.3821157322736761,schedule_review
0.12518579220255044,0.6855652872289714,3,0.6908888708082386,schedule_review
0.22554014244373544,0.16082546907819006,5,0.7073799813400792,schedule_review
0.26899340443509767,0.7975591006371882,2,0.9890459851820328,schedule_review
0.14958064266756577,0.46459859663581016,5,0.5747454894846793,schedule_review
0.4799388347171235,0.6000205481193037,7,0.7598887002951451,schedule_review
0.7570592676112233,0.952648638038717,0,0.32773317774384997,schedule_review
0.48050694725782894,0.10493017841817487,0,0.37195468314486596,schedule_review
0.5709045018441643,0.01836763694054,5,0.7327090140226833,schedule_review
0.702464970544104,0.5596486834869141,7,0.9588662529626706,proceed
0.0724162721463415,0.5342422059764451,0,0.5454388518464265,schedule_review
0.033203108791366565,0.07857849715502074,5,0.5254662915535347,schedule_review
0.9774663863147858,0.20085908986229417,1,0.8604106893763579,accelerate
0.2001502442448101,0.16748258225906976,0,0.9660849820487287,schedule_review
0.12421996672805935,0.8962213026850383,0,0.9553485723705828,schedule_review
0.05197128365147241,0.5412963353010705,1,0.9546412707096217,schedule_review
0.9473504626310387,0.6253046602139478,3,0.5376151347799643,proceed
0.8148251137465122,0.08011484638467514,3,0.6871010168143709,proceed
0.5974758626319301,0.7838325534188619,6,0.7505043866375674,schedule_review
0.5264026609361132,0.7315895217553319,2,0.8073785919118408,schedule_review
0.5932786483101787,0.6502941858734539,0,0.9102484966145412,schedule_review
0.21921398735804432,0.9758652558191313,3,0.8209953459164689,schedule_review
0.8718327789731212,0.4336553339563889,7,0.6487370015171973,proceed
0.5553635509376312,0.7192017782722638,5,0.5326202377485763,schedule_review
0.5424786357193675,0.49327684678379957,3,0.43967971565040154,schedule_review
0.6802282424312913,0.07219840897917584,6,0.44250479623956984,proceed
0.8404524062769335,0.17419333657825364,4,0.8090183488364155,proceed
0.742706521199981,0.42549333444807536,3,0.8147452090660268,proceed
0.7677238880667803,0.5048448818930178,1,0.906922047285714,accelerate
0.5786754085723934,0.43861541918959046,4,0.5768606188943106,schedule_review
0.6061887135611715,0.5977235652558643,3,0.5952046488114188,proceed
0.2768277972350516,0.5923503285933622,5,0.5514057207663621,schedule_review
0.3838471518677963,0.4658128070202485,4,0.8131791156906967,schedule_review
0.1315676851272598,0.7158249646820886,7,0.7212987685634059,schedule_review
0.6325405332263061,0.37284863718893446,1,0.42668386689664284,proceed
0.8543850933695791,0.4922778564480348,5,0.3681753747874865,proceed
0.4050207990803215,0.5929183998317819,6,0.551463358579836,schedule_review
0.5929508514349274,0.16352387258502277,2,0.5185036396875129,schedule_review
0.3990459461371111,0.8579862539227058,4,0.5276330449572864,schedule_review
0.7734731256866006,0.13087366071834983,4,0.4659194999758353,proceed
0.2346740382615511,0.8837096696607526,5,0.41883053356127853,schedule_review
0.5197739485560177,0.3370031764312863,5,0.4020295977713262,schedule_review
0.4494338352137377,0.5878843711103869,3,0.794744051819812,schedule_review
0.16704190790094986,0.16761921628831766,0,0.7238767103514179,schedule_review
0.35673205304000166,0.5335119252996956,0,0.890919314278438,schedule_review
0.8056701529500532,0.5853543643967521,6,0.6906981747157039,proceed
0.5399058395022125,0.03418776593915818,5,0.3399607992625204,schedule_review
0.531169528001032,0.9366056922949615,4,0.7480020767858395,schedule_review
0.22470117697268,0.1800104374727235,2,0.5213092734837254,schedule_review
0.5072348086883924,0.0415728590503921,1,0.5781652919250806,schedule_review
0.4798970815920732,0.6859677359829841,5,0.9662682497962671,schedule_review
